sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
3325,2017-05-05 16:55,Newport,RI,light,30 hrs,14366,Returning from work at sunset Witnessed a light-like object at high altitude. It was glowing white. It hovered silently for a while then moved away quickly.,2017-05-21
3326,2016-04-15 20:23,Raleigh,NC,Light,not sure,66,Shortly before 1:00 AM A light-shaped object was hovering above us.  It was multi-colored.  Moved slowly at first then accelerated at incredible speed.,2016-05-13
3327,2013-06-30 19:12,Jacksonville,FL,Cylinder,ongoing,27301,While camping at 11 PM What looked like a cylinder was seen in the western sky. It was multi-colored. Moved slowly at first then accelerated at incredible speed. Called the local police.,2013-09-01
3328,2007-07-22 03:29,Idaho Falls,ID,fireball,20 mins,120,On my way home at late evening We saw what appeared to be a fireball in the sky. It was pulsating red. Traveled from horizon to horizon in seconds. Electronics malfunctioned nearby. My dog started barking.,2007-10-16
3329,2013-05-07 22:24,Arlington,TX,fireball,a couple minutes,748,Around dusk Saw a very bright fireball-shaped object. It was green. Hovered in place for several minutes without making any sound. This was NOT a plane or helicopter. Temperature seemed to drop.,2013-06-29
3330,2019-12-06 19:39,Philadelphia,PA,other,several minutes,1683,On my way home at 8:30 PM Saw a very bright other-shaped object. It was bright orange. Remained stationary then vanished. Clear sky conditions.,2019-12-09
3331,2015-06-13 22:45,South Bend,IN,Circle,several seconds,83,Shortly before 1:00 AM A single circle object was visible for several minutes. It was bright orange. Moved erratically with sudden stops and starts.,2015-08-27
3332,1997-11-24 22:57,Annapolis,MD,fireball,15 min,908,We were sitting outside around 8:30 PM when We saw what appeared to be a fireball in the sky.  Dropped rapidly then stopped mid-air.  It left a trail behind it.  This was NOT a plane or helicopter.,1997-12-26
3333,2018-12-22 06:58,Provo,UT,Light,30 seconds to 1 minute,1206,Returning from work at midnight A single light object was visible for several minutes. Moved at a very high altitude. There were pulsating lights.,2018-12-26
3334,2004-11-20 13:02,Houston,TX,cylinder,several seconds,106,Stargazing at 10 PM A cylinder-shaped object was hovering above us. It was blue. Moved erratically with sudden stops and starts.  ,2004-12-07
3335,2009-03-10 13:22,Macon,GA,circle,several seconds,72,At about midnight Noticed a circle moving erratically across the sky. It was multi-colored. Dropped rapidly then stopped mid-air. I have never reported anything like this before. Not the first sighting in this area.,2009-04-23
3336,2011-03-01 23:42,Vancouver,WA,oval,3 seconds,74,At approximately around 10 I noticed a bright oval-shaped object in the sky. It split into two separate lights. I have 20/20 vision.,2011-05-07
3337,2008-07-29 16:54,Omaha,NE,Formation,30+ minutes,365,At exactly around 10 Noticed a formation moving erratically across the sky. It was orange. It split into two separate lights.,2008-09-12
3338,2021-11-08 10:21,Fresno,CA,light,over an hour,9585,While driving at 10:30 PM Multiple light shaped objects appeared. The object moved in a straight line then suddenly changed direction.,2021-11-28
3339,2014-07-26 02:45,Kailua,HI,fireball,30 seconds to 1 minute,732,Returning from work at 11:00 PM My attention was drawn to a fireball-shaped light. It was amber. Dropped rapidly then stopped mid-air. Made a low humming sound.,2014-09-15
3340,2015-08-26 21:07,San Antonio,TX,disk,about half an hour,12488,Shortly before 1:00 AM Observed a disk shaped craft silently moving. It was glowing white. Drifted slowly westward. Completely silent.,2015-09-28
3341,2003-10-28 23:11,Minneapolis,MN,sphere,a few hours,12880,Walking the dog at late evening There was a strange sphere hovering over the treeline. It was pulsating red. Flew in a circular pattern.,2004-01-06
3342,2019-01-16 21:54,Green Bay,WI,cylinder,all night,22680,Stargazing at dusk We saw what appeared to be a cylinder in the sky. It was multi-colored. It zigzagged across the sky before disappearing. I was completely sober. Made a low humming sound.,2019-04-02
3343,2017-01-20 18:26,Henderson,NV,Light,3min,663,At exactly 8:00 PM Observed a light shaped craft silently moving.  It was green.  The object appeared to descend then rose back up.  I have seen satellites and this was NOT a satellite.,2017-02-18
3344,2014-09-20 22:35,Fairbanks,AK,Circle,60 seconds,117,Walking the dog at 11:00 PM Noticed a circle moving erratically across the sky. It moved from north to south very slowly. Not the first sighting in this area.,2014-11-12
3345,2021-08-21 10:38,Springfield,MO,Light,about 30 seconds,97,While camping at 9:15 PM I noticed a bright light-shaped object in the sky. It hovered silently for a while then moved away quickly. Phone camera would not focus on it.,2021-11-08
3346,2001-01-22 23:04,Lexington,KY,Other,over an hour,13850,At exactly sunset A single other object was visible for several minutes. It was orange. It hovered silently for a while then moved away quickly. Partly cloudy.,2001-04-11
3347,2013-10-31 15:09,Houston,TX,cigar,~5 sec,77,Walking the dog at just after dark My attention was drawn to a cigar-shaped light. It was blue-green. Remained stationary then vanished.,2014-01-09
3348,2006-11-26 22:17,Ann Arbor,MI,light,2 mins,1315,Stargazing at sunset A single light object was visible for several minutes.  It hovered silently for a while then moved away quickly.  No sound at all.,2007-02-15
3349,2022-02-07 22:16,Houston,TX,cigar,all night,34077,At approximately midnight Observed a cigar shaped craft silently moving. It hovered silently for a while then moved away quickly.,2022-02-08
3350,2015-06-06 22:43,Cheyenne,WY,light,all night,25187,I looked up at 11 PM and My attention was drawn to a light-shaped light. Remained stationary then vanished. I am a pilot and have never seen anything like this.,2015-08-22
3351,2023-11-16 22:34,Orlando,FL,Fireball,a few minutes,1420,Shortly before 9:15 PM Saw a very bright fireball-shaped object. It zigzagged across the sky before disappearing. Made a low humming sound.,2024-02-08
3352,2015-06-07 09:05,Bismarck,ND,triangle,a few seconds,54,I looked up at around 10 and Saw a very bright triangle-shaped object. It was pure white. It moved from north to south very slowly. Partly cloudy.,2015-07-14
3353,2012-08-19 18:33,Lowell,MA,Unknown,15 min,804,While driving at 11:00 PM What looked like a unknown was seen in the western sky. It was multi-colored. It hovered silently for a while then moved away quickly. I am a skeptic but cannot explain what I saw. It was much too large to be a drone.,2012-11-05
3354,2020-12-14 09:41,St. Paul,MN,other,60 mins,551,Returning from work at late evening Saw a very bright other-shaped object. It moved from north to south very slowly. I have never reported anything like this before. I am a skeptic but cannot explain what I saw.,2021-02-27
3355,2021-08-26 06:15,Fresno,CA,Other,around 45 seconds,75,I was outside at 3:00 AM when There was a strange other hovering over the treeline. It was blue. Moved at a very high altitude. I managed to take a photo but it came out blurry.,2021-09-25
3356,2017-08-03 20:56,Greensboro,NC,light,maybe 45 seconds,58,At about just after dark There was a large light object in the northern sky. Made a sharp 90-degree turn which no aircraft could do.,2017-08-31
3357,2008-11-18 21:24,Virginia Beach,VA,triangle,2-5 minutes,457,Shortly before 10:00 PM Observed a triangle shaped craft silently moving. It was reddish-orange. Flew in a circular pattern.,2008-11-23
3358,2001-07-12 20:46,Casper,WY,light,a couple seconds,11,On my way home at 1:00 AM Observed a light shaped craft silently moving. It was blue. Made a sharp 90-degree turn which no aircraft could do. My whole family witnessed this. It was much too large to be a drone.,2001-09-23
3359,2015-08-05 16:16,Athens,GA,LIGHT,~45 min,597,Stargazing at 8:30 PM We saw what appeared to be a light in the sky. It was yellowish. Flew in a circular pattern.  ,2015-10-31
3360,2020-08-07 06:07,Roswell,NM,cylinder,over an hour,3474,On my way home at 9 PM We saw what appeared to be a cylinder in the sky. It was bright orange. The object appeared to descend then rose back up. Temperature seemed to drop.,2020-10-23
3361,2018-07-03 23:57,Fort Collins,CO,Disk,2 seconds,50,Just after 3:00 AM Noticed a disk moving erratically across the sky. It was silver. Moved at a very high altitude. This was unlike any drone. I have seen satellites and this was NOT a satellite.,2018-08-28
3362,2017-09-21 04:46,Louisville,KY,other,3 mins,1754,At approximately midnight A single other object was visible for several minutes. It moved from north to south very slowly. Car radio had static. Clear sky conditions.,2017-11-09
3363,2009-06-19 17:49,New York City,NY,sphere,about 5 minutes,1365,Returning from work at dusk I noticed a bright sphere-shaped object in the sky. Moved erratically with sudden stops and starts. No trail or exhaust visible.,2009-07-04
3364,2017-09-28 22:53,Springfield,MO,formation,~30 sec,67,While camping at 3:00 AM My attention was drawn to a formation-shaped light. It was blue. Moved erratically with sudden stops and starts.,2017-11-13
3365,2020-09-20 19:32,Hilo,HI,LIGHT,around 60 minutes,563,Shortly before early morning A single light object was visible for several minutes. The object moved in a straight line then suddenly changed direction.,2020-10-11
3366,2004-10-07 21:53,Jackson,MS,disk,less than a minute,1769,On my way home at sunset There was a large disk object in the northern sky. It was pulsating red. It hovered silently for a while then moved away quickly.,2004-12-27
3367,2020-08-29 18:44,Fort Collins,CO,circle,a few seconds,57,Shortly before 10 PM There was a strange circle hovering over the treeline. It was pure white. Made a sharp 90-degree turn which no aircraft could do.,2020-11-03
3368,2013-08-01 22:44,Arlington,VA,other,less than a minute,1182,Returning from work at around 10 I noticed a bright other-shaped object in the sky. Moved at a very high altitude. This was unlike any drone.,2013-08-30
3369,1998-07-14 21:28,Tampa,FL,CIGAR,15 min,1308,At exactly midnight Observed a cigar shaped craft silently moving. It was pulsating red. Moved at a very high altitude. There were no clouds.,1998-09-15
3370,2011-12-25 19:49,Mesa,AZ,Light,30-32 minutes,377,Returning from work at late evening There was a strange light hovering over the treeline. It was bright white. Traveled from horizon to horizon in seconds. I have seen satellites and this was NOT a satellite.,2012-01-20
3371,2022-05-26 15:52,Rochester,NY,light,a few minutes,1630,Stargazing at 10 PM A light-shaped object was hovering above us. Moved at a very high altitude. It was much too large to be a drone.,2022-07-07
3372,2010-07-25 01:05,Norman,OK,circle,a few hours,13421,While camping at 10:30 PM Witnessed a circle-like object at high altitude. It was pulsating red. The object appeared to descend then rose back up.,2010-09-07
3373,2019-07-21 22:24,Manchester,NH,unknown,5 secs,27,Stargazing at 10:30 PM There was a large unknown object in the northern sky. It was bright orange. Moved at a very high altitude. My dog started barking.,2019-10-09
3374,2015-11-08 14:40,San Francisco,CA,light,a few hours,8798,We were sitting outside around 11 PM when A bright light appeared suddenly in the sky. Moved erratically with sudden stops and starts. Car radio had static.,2015-11-14
3375,2021-07-03 19:11,Jersey City,NJ,circle,~3 min,1442,I was outside at 8:30 PM when A single circle object was visible for several minutes. Dropped rapidly then stopped mid-air.,2021-08-08
3376,2012-07-24 02:35,Orlando,FL,formation, 45 minutes ,1406,At about 8:30 PM Saw a very bright formation-shaped object. It was pure white. It hovered silently for a while then moved away quickly. There were no clouds. Completely silent.,2012-09-19
3377,2019-02-24 17:29,San Francisco,CA,Triangle,less than a minute,77,On my way home at 11 PM There was a large triangle object in the northern sky. Remained stationary then vanished.,2019-04-22
3378,2018-06-22 21:42,Alexandria,VA,light,ongoing,10780,At exactly 9 PM A bright light appeared suddenly in the sky. It was pulsating red. It hovered silently for a while then moved away quickly. Temperature seemed to drop.,2018-09-04
3379,2011-10-07 15:24,Fargo,ND,Other,30 seconds to 1 minute,144,While camping at just after dark A other-shaped object was hovering above us. It was amber. Moved at a very high altitude. Called the local police.,2011-12-07
